alpha,c_l,c_d,c_m,rel_thickness
2.705260340591211,-0.766,0.2322,-0.1057,600
2.792526803190927,-0.6428,0.1521,-0.0855,600
2.8797932657906435,-0.5,0.0871,-0.0647,600
2.9670597283903604,-0.342,0.0392,-0.0434,600
3.0543261909900767,-0.1736,0.0099,-0.0218,600
3.141592653589793,0.0,0.0,0.0,600
-3.141592653589793,0.0,0.6,0.0,1000
-3.0543261909900767,0.0,0.6,0.0,1000
-2.9670597283903604,0.0,0.6,0.0,1000
-2.8797932657906435,0.0,0.6,0.0,1000
-2.792526803190927,0.0,0.6,0.0,1000
-2.705260340591211,0.0,0.6,0.0,1000
-2.6179938779914944,0.0,0.6,0.0,1000
-2.530727415391778,0.0,0.6,0.0,1000
-2.443460952792061,0.0,0.6,0.0,1000
-2.356194490192345,0.0,0.6,0.0,1000
-2.2689280275926285,0.0,0.6,0.0,1000
-2.181661564992912,0.0,0.6,0.0,1000
-2.0943951023931953,0.0,0.6,0.0,1000
-2.007128639793479,0.0,0.6,0.0,1000
-1.9198621771937625,0.0,0.6,0.0,1000
-1.8325957145940461,0.0,0.6,0.0,1000
-1.7453292519943295,0.0,0.6,0.0,1000
-1.6580627893946132,0.0,0.6,0.0,1000
-1.5707963267948966,0.0,0.6,0.0,1000
-1.4835298641951802,0.0,0.6,0.0,1000
-1.3962634015954636,0.0,0.6,0.0,1000
-1.3089969389957472,0.0,0.6,0.0,1000
-1.2217304763960306,0.0,0.6,0.0,1000
-1.1344640137963142,0.0,0.6,0.0,1000
-1.0471975511965976,0.0,0.6,0.0,1000
-0.9599310885968813,0.0,0.6,0.0,1000
-0.8726646259971648,0.0,0.6,0.0,1000
-0.7853981633974483,0.0,0.6,0.0,1000
-0.6981317007977318,0.0,0.6,0.0,1000
-0.6806784082777885,0.0,0.6,0.0,1000
-0.6632251157578453,0.0,0.6,0.0,1000
-0.6457718232379019,0.0,0.6,0.0,1000
-0.6283185307179586,0.0,0.6,0.0,1000
-0.6108652381980153,0.0,0.6,0.0,1000
-0.5934119456780721,0.0,0.6,0.0,1000
-0.5759586531581288,0.0,0.6,0.0,1000
-0.5585053606381855,0.0,0.6,0.0,1000
-0.5235987755982988,0.0,0.6,0.0,1000
-0.4886921905584123,0.0,0.6,0.0,1000
-0.4537856055185257,0.0,0.6,0.0,1000
-0.4188790204786391,0.0,0.6,0.0,1000
-0.3839724354387525,0.0,0.6,0.0,1000
-0.3490658503988659,0.0,0.6,0.0,1000
-0.3141592653589793,0.0,0.6,0.0,1000
-0.2792526803190927,0.0,0.6,0.0,1000
-0.24434609527920614,0.0,0.6,0.0,1000
-0.20943951023931956,0.0,0.6,0.0,1000
-0.17453292519943295,0.0,0.6,0.0,1000
-0.13962634015954636,0.0,0.6,0.0,1000
-0.10471975511965978,0.0,0.6,0.0,1000
-0.06981317007977318,0.0,0.6,0.0,1000
-0.03490658503988659,0.0,0.6,0.0,1000
0.0,0.0,0.6,0.0,1000
0.03490658503988659,0.0,0.6,0.0,1000
0.06981317007977318,0.0,0.6,0.0,1000
0.10471975511965978,0.0,0.6,0.0,1000
0.13962634015954636,0.0,0.6,0.0,1000
0.17453292519943295,0.0,0.6,0.0,1000
0.20943951023931956,0.0,0.6,0.0,1000
0.24434609527920614,0.0,0.6,0.0,1000
0.2792526803190927,0.0,0.6,0.0,1000
0.3141592653589793,0.0,0.6,0.0,1000
0.3490658503988659,0.0,0.6,0.0,1000
0.3839724354387525,0.0,0.6,0.0,1000
0.4188790204786391,0.0,0.6,0.0,1000
0.4537856055185257,0.0,0.6,0.0,1000
0.4886921905584123,0.0,0.6,0.0,1000
0.5235987755982988,0.0,0.6,0.0,1000
0.5585053606381855,0.0,0.6,0.0,1000
0.5759586531581288,0.0,0.6,0.0,1000
0.5934119456780721,0.0,0.6,0.0,1000
0.6108652381980153,0.0,0.6,0.0,1000
0.6283185307179586,0.0,0.6,0.0,1000
0.6457718232379019,0.0,0.6,0.0,1000
0.6632251157578453,0.0,0.6,0.0,1000
0.6806784082777885,0.0,0.6,0.0,1000
0.6981317007977318,0.0,0.6,0.0,1000
0.7853981633974483,0.0,0.6,0.0,1000
0.8726646259971648,0.0,0.6,0.0,1000
0.9599310885968813,0.0,0.6,0.0,1000
1.0471975511965976,0.0,0.6,0.0,1000
1.1344640137963142,0.0,0.6,0.0,1000
1.2217304763960306,0.0,0.6,0.0,1000
1.3089969389957472,0.0,0.6,0.0,1000
1.3962634015954636,0.0,0.6,0.0,1000
1.4835298641951802,0.0,0.6,0.0,1000
1.5707963267948966,0.0,0.6,0.0,1000
1.6580627893946132,0.0,0.6,0.0,1000
1.7453292519943295,0.0,0.6,0.0,1000
1.8325957145940461,0.0,0.6,0.0,1000
1.9198621771937625,0.0,0.6,0.0,1000
2.007128639793479,0.0,0.6,0.0,1000
2.0943951023931953,0.0,0.6,0.0,1000
2.181661564992912,0.0,0.6,0.0,1000
2.2689280275926285,0.0,0.6,0.0,1000
2.356194490192345,0.0,0.6,0.0,1000
2.443460952792061,0.0,0.6,0.0,1000
2.530727415391778,0.0,0.6,0.0,1000
2.6179938779914944,0.0,0.6,0.0,1000
2.705260340591211,0.0,0.6,0.0,1000
2.792526803190927,0.0,0.6,0.0,1000
2.8797932657906435,0.0,0.6,0.0,1000
2.9670597283903604,0.0,0.6,0.0,1000
3.0543261909900767,0.0,0.6,0.0,1000
3.141592653589793,0.0,0.6,0.0,1000
