r_centre,inflow_velocity,inflow_angle,a,a_prime,f_n,f_t,bec,C_T,alpha,alpha_max,alpha_best,circulation,v0,tsr,pitch
10.00900612310667,11.331426146511278,54.88094547989733,0.14018115677567328,0.052309651887987633,361.9134266861741,142.1097355804696,0.8986667021230692,0.4821216002428296,42.85853291962938,11.2121212121212,10.6060606060606,23.37299254814496,8,10.58,0.0
13.34580407523511,13.597261661739942,34.09781691458564,0.19609553422172615,0.04997308606029092,666.8028988206446,239.70184396560097,0.9545214425041326,0.630568302720088,22.529124593113533,11.2121212121212,9.39393939393939,41.21753755715461,8,10.58,0.0
16.68232154052844,16.05547266773816,18.8884067123917,0.3910326764531291,0.07263545360519155,1321.636459280865,428.56914293310376,0.9919960278247034,0.9693151148095376,7.849574439333539,13.6363636363636,8.18181818181818,70.63299339731299,8,10.58,0.0
20.0184759168035,18.64103392895877,16.191737513053376,0.38127973658851866,0.05007839791579936,1567.6956454425892,434.2198310564098,0.9964315432427234,0.9557550000870575,5.815647459182056,16.0606060606061,8.78787878787879,71.23168980606734,8,10.58,0.0
23.35448768472906,21.29525183129447,14.38254832366559,0.36427219717383846,0.03566499357554947,1785.5294675721364,433.2579452471044,0.9982449947584983,0.9321083675012249,4.898958432775609,17.8787878787879,10.0,70.42627675330802,8,10.58,0.0
26.69106852484301,23.99204547451898,12.884765838874117,0.35227222988164564,0.02656761493513647,2005.093366904001,429.894254422838,0.99914680383988,0.9154240717496851,4.223558915378852,17.8787878787879,10.0,69.76695601028085,8,10.58,0.0
30.02744069380972,26.71871853393019,11.626453385613182,0.34436882681811193,0.020524264393682774,2229.1880068277387,425.6401072832928,0.9995926270916335,0.9044354822856613,3.776195917101096,17.8787878787879,10.0,69.3308802152551,8,10.58,0.0
33.36423513674197,29.46707734050269,10.541955404665062,0.34060991742917235,0.01634817170176313,2462.880341553855,421.06365083522536,0.9998116581303149,0.8992092383783874,3.494898342853579,16.0606060606061,10.0,69.21168045291363,8,10.58,0.0
36.70036540293389,32.22937620469104,9.55989561549452,0.3428654214047685,0.013410296504234207,2718.748007062658,416.53718323418286,0.9999188579758993,0.902345204875738,3.369368737501249,16.0606060606061,10.0,69.65807207074357,8,10.58,0.0
40.03665517241379,35.00752590663982,8.754406650867944,0.34401465214695776,0.011178278604916754,2971.2223755058126,412.50071135504373,0.9999644389835103,0.9039430513633632,3.313997602052183,16.0606060606061,10.0,69.9415654063404,8,10.58,0.0
43.37350887089437,37.80057552575233,8.127871878047005,0.3406671600579347,0.009400633995707291,3202.3164077365595,409.22202826384245,0.9999827549828693,0.899288826340972,3.290171976870829,15.4545454545455,10.0,69.71076450229596,8,10.58,0.0
46.70987073478967,40.600587680994856,7.5547134490797925,0.34031095115511006,0.008051778476588396,3446.758762698158,406.7241753480524,0.9999907899749925,0.8987935671007302,3.3640292053832233,15.4545454545455,10.0,69.77506911184517,8,10.58,0.0
50.04619223459137,43.407449514984734,7.0392330249275314,0.34160723300786233,0.00700529209870872,3700.356987752587,405.42058926869197,0.9999926801103511,0.9005958678305616,3.5192180504229453,14.8484848484848,10.0,69.9992573109951,8,10.58,0.0
53.38224074576885,46.22158700752421,6.60493534018125,0.34121101311239777,0.006157361029041889,3944.600123531378,405.68153727190423,0.9999891665370405,0.900044978835816,3.7230448039026944,14.2424242424242,9.39393939393939,70.0279182718575,8,10.58,0.0
56.71861940572266,49.038726959861094,6.1811986198946265,0.3450179962171379,0.005494263148046352,4215.761889205786,406.29046521679277,0.9999794119033399,0.9053380625996297,3.9936859525476964,14.2424242424242,9.39393939393939,70.49820935144552,8,10.58,0.0
60.05534136056972,51.862097592366425,5.845047089107645,0.3443186450555637,0.004905385316644439,4458.917563015072,407.1033888657243,0.9999539258223736,0.9043657114815163,4.246331441615135,14.2424242424242,8.78787878787879,70.47251426509038,8,10.58,0.0
63.39116532297232,54.6858426731725,5.504086349166549,0.3483201384286961,0.0044379601591128925,4735.412756298956,407.83822013163285,0.9999015403926867,0.9099292348861677,4.584232226089197,14.8484848484848,8.18181818181818,70.94621330728339,8,10.58,0.0
66.72788765294773,57.512991562072024,5.200837218499516,0.3518643985711589,0.004028295582842042,5011.353048110097,407.90997442327216,0.9997855116506268,0.9148570386874095,4.9380363260474365,15.4545454545455,8.18181818181818,71.36201378885218,8,10.58,0.0
70.06452203065135,60.343059393383236,4.942144216790968,0.3533716176135817,0.0036608159781722598,5273.234647267419,407.63806670431285,0.9995173958363511,0.9169526184214055,5.294503281080008,14.8484848484848,7.57575757575757,71.54667210710792,8,10.58,0.0
73.40058382486387,63.174237341789784,4.698916306206139,0.3559714758738858,0.0033463729143417523,5544.307861286541,407.0660380670816,0.9989206954375911,0.9205673619511832,5.701407706241611,14.8484848484848,6.96969696969697,71.83268906019221,8,10.58,0.0
