alpha,c_l,c_d,c_m
-54.0,-0.592068678808525,0.97907230675329,0.282686785374625
-51.0,-0.624001758866315,0.903243990699922,0.265591769215033
-48.0,-0.652910516660687,0.82558011468229,0.248627428903905
-45.0,-0.678145240402657,0.746597511550065,0.231917355258502
-42.0,-0.662818029758342,0.667811799951482,0.215092095029897
-39.0,-0.645687068910691,0.589876637035319,0.189134412934424
-36.0,-0.627084911663215,0.513179107423202,0.15099536834594
-33.0,-0.608008436745433,0.439795768889107,0.111322168205637
-30.0,-0.643809360153777,0.344921452751187,0.0798423776118029
-29.3939393939394,-0.656680904788866,0.323553259928945,0.0743067187656923
-28.7878787878788,-0.66957609303834,0.302174623179021,0.0687686426571851
-28.1818181818182,-0.683683593957593,0.280787172005355,0.0632276991736467
-27.5757575757576,-0.722273576424947,0.260258177585352,0.0568138106943998
-26.969696969697,-0.768665320653216,0.240097623428807,0.0500262408526594
-26.3636363636364,-0.815669208291776,0.219971383743976,0.0432375259685465
-25.7575757575758,-0.863318681813992,0.199865110463406,0.0364679344439278
-25.1515151515151,-0.911750796890068,0.179758837182836,0.0296999086243294
-24.5454545454545,-0.965281534429494,0.159722020155137,0.0229716120684796
-23.9393939393939,-1.0164301519234,0.140555479898898,0.0165010513010848
-23.3333333333333,-1.03287953382248,0.132071827925386,0.0135104675190607
-22.7272727272727,-1.04932885470447,0.123588207126801,0.0105199129643966
-22.1212121212121,-1.06577812868704,0.11510461506316,0.00752938234642792
-21.5151515151515,-1.08222736584441,0.106621049542639,0.00453887157876284
-20.9090909090909,-1.0986765735583,0.0981375085907994,0.00154837745508185
-20.3030303030303,-1.11512575736108,0.0896539904242921,-0.00144210257568039
-19.6969696969697,-1.12552253879337,0.0826055180013472,-0.00344241640160909
-19.0909090909091,-1.12986656006077,0.076992075705075,-0.00445256438658373
-18.4848484848485,-1.13421009556563,0.0713786337443978,-0.00546269891587163
-17.8787878787879,-1.1377342339532,0.065913969430686,-0.00639986638807582
-17.2727272727273,-1.13797828116757,0.061044682619449,-0.0070452154006367
-16.6666666666667,-1.1382152926878,0.0561758761019481,-0.00769055074044634
-16.0606060606061,-1.13844524275299,0.0513076006530585,-0.00833587039227772
-15.4545454545455,-1.13700103806448,0.0469362550748333,-0.00893797526922259
-14.8484848484848,-1.13518534533212,0.0426268318448312,-0.00953527449076039
-14.2424242424242,-1.1336090069984,0.0383274305631552,-0.0101325699886986
-13.6363636363636,-1.12325893182421,0.0342888653693082,-0.0120986498326615
-13.030303030303,-1.1068152327382,0.0303969115714122,-0.0149670834888525
-12.4242424242424,-1.09037153365218,0.0265003810566069,-0.0178286459872609
-11.8181818181818,-1.06218792655088,0.0229898210854261,-0.0215830732868894
-11.2121212121212,-1.006611197796,0.020379859146397,-0.0274650270113968
-10.6060606060606,-0.950788062423032,0.0177698972073678,-0.033381456045127
-10.0,-0.895457740286247,0.0151599352683387,-0.0392978850788572
-9.39393939393939,-0.817631450048283,0.013822462828271,-0.0448485193974945
-8.78787878787879,-0.739519721088849,0.0124835137711569,-0.0504473943675071
-8.18181818181818,-0.661497124064899,0.011164395292299,-0.0560202807451866
-7.57575757575758,-0.583444056037507,0.0103628279586318,-0.0596531836489578
-6.96969696969697,-0.505369405602278,0.00977060835032894,-0.0631141653213198
-6.36363636363636,-0.427311008000532,0.00917864801716851,-0.0666449388353746
-5.75757575757576,-0.349452646663866,0.00860940436073689,-0.0697596912432455
-5.15151515151515,-0.2718733308243,0.00808021941561136,-0.0725299275313508
-4.54545454545454,-0.194294604054943,0.00760104365937524,-0.0753001638194562
-3.93939393939394,-0.116876113521893,0.0071600187659016,-0.0779804507249411
-3.33333333333333,-0.0408929730266511,0.0070516544727693,-0.0798511931190061
-2.72727272727273,0.0350893448491589,0.00694333596308277,-0.08171569874686
-2.12121212121212,0.111070173152753,0.00683506484475939,-0.0835595834993078
-1.51515151515152,0.186490785685024,0.00681828429610723,-0.0851899967470073
-0.909090909090912,0.261726531100916,0.00682864168974722,-0.0867583651447664
-0.303030303030302,0.336713907872003,0.00686320725591244,-0.0882760133487563
0.303030303030302,0.411550470716486,0.00691385324633645,-0.0897617182230234
0.909090909090912,0.486310988319921,0.00698058006488531,-0.0912152741810814
1.51515151515152,0.560655838310399,0.0070795146451915,-0.092614800102527
2.12121212121212,0.63453705998469,0.00719130229144221,-0.0939906954013854
2.72727272727273,0.708163663313237,0.00733176870243299,-0.0953098399233917
3.33333333333333,0.781372423255152,0.00750122963950061,-0.0965801643507927
3.93939393939394,0.854238656548813,0.00769441656275729,-0.0978105554295971
4.54545454545455,0.926136797480548,0.00795753215690393,-0.0989390723140806
5.15151515151515,0.997432286973406,0.00826916097588791,-0.100010935751007
5.75757575757576,1.06724329404466,0.00870309683545392,-0.100946639962268
6.36363636363637,1.13579754190656,0.0092131065895785,-0.10176099157541
6.96969696969697,1.2035134626578,0.0097737832933259,-0.102494463501556
7.57575757575757,1.26851549676706,0.0104967385570826,-0.102964904027649
8.18181818181818,1.33274105464496,0.011244893896551,-0.103361034610645
8.78787878787879,1.39548550579891,0.0120307586587732,-0.103616136598534
9.39393939393939,1.4565866390353,0.012855736104241,-0.103715417377978
10.0,1.51680285549199,0.0137017919419301,-0.103730832545618
10.6060606060606,1.57337826134655,0.0146643456508005,-0.103444274988933
11.2121212121212,1.62832852816731,0.0156910006530005,-0.103046461329565
11.8181818181818,1.6802605896266,0.0168305208867065,-0.102441939829274
12.4242424242424,1.72660685736341,0.018254932512407,-0.101547172422107
13.030303030303,1.76987240708438,0.0198051028168999,-0.100507662372218
13.6363636363636,1.80007866240149,0.0220964234831687,-0.0990797117990549
14.2424242424242,1.81999990025199,0.0250892838733717,-0.0975052911089771
14.8484848484848,1.82474398001888,0.0291077174768887,-0.0957135005934872
15.4545454545455,1.8027161636154,0.0351999918233145,-0.0939990974194734
16.0606060606061,1.76940323023235,0.0423056037292082,-0.0924767489802229
16.6666666666667,1.71306671398491,0.052309729840007,-0.0924622319116426
17.2727272727273,1.65673019773748,0.062313855950806,-0.0924528593698826
17.8787878787879,1.60039368149004,0.0723179820616048,-0.0924500395705714
18.4848484848485,1.55211928244809,0.0829126337289055,-0.0939976049103928
19.0909090909091,1.50586041227999,0.0936549167540179,-0.0958910743797582
19.6969696969697,1.4596015421119,0.10439719977913,-0.0977856346634356
20.3030303030303,1.42025978551506,0.115468442662367,-0.100185471394943
20.9090909090909,1.38783514144616,0.126979365117603,-0.103093098004883
21.5151515151515,1.35541049737725,0.138682027714043,-0.106087880361507
22.1212121212121,1.32298585330834,0.150240362431862,-0.109175402550613
22.7272727272727,1.29022775229822,0.161213251795895,-0.112265590677805
23.3333333333333,1.25625954255699,0.172363056283454,-0.115358057142057
23.9393939393939,1.22229133281576,0.18373665966469,-0.118452486007036
24.5454545454545,1.18972225526891,0.19760782425731,-0.1226348156021
25.1515151515151,1.15916067975232,0.211764415755787,-0.126938692562345
25.7575757575758,1.13434009382862,0.225934741300546,-0.131243500598685
26.3636363636364,1.11556747576209,0.240128073514048,-0.135549378271773
26.969696969697,1.10133502495708,0.254277129851102,-0.139856493071016
27.5757575757576,1.08715180863078,0.26841334426851,-0.144165049380023
28.1818181818182,1.07086614669768,0.284521224607136,-0.148805252298707
28.7878787878788,1.04692344157907,0.305229659676507,-0.154215997154485
29.3939393939394,1.02408253099556,0.325627576924024,-0.159626743836512
30.0,1.00197526570478,0.346788339724738,-0.165037493605981
33.0,0.932869195350619,0.439795768889107,-0.189334320624688
36.0,0.944049873804593,0.513179107423202,-0.208635910310555
39.0,0.954552955586701,0.589876637035319,-0.227743025417284
42.0,0.962954328226203,0.667811799951482,-0.24527358882786
45.0,0.968778914860938,0.746597511550065,-0.261628992486923
48.0,0.932729309515268,0.82558011468229,-0.277892772261072
51.0,0.891431084094736,0.903243990699922,-0.293414613945885
54.0,0.845812398297892,0.97907230675329,-0.308571395930601
57.0,0.795940094922641,1.05296149628123,-0.323450962117272
60.0,0.73953317112397,1.12251199202873,-0.338064182976821
63.0,0.678806502803782,1.18805870206991,-0.352091444678072
66.0,0.614265957268592,1.24950951459203,-0.365825726738767
69.0,0.545590399595103,1.30572573545465,-0.379560008663786
72.0,0.472410806623009,1.35425292195083,-0.392012135824467
75.0,0.396766681326156,1.39699847048048,-0.404174653351651
78.0,0.319121029418531,1.43375431376747,-0.416063302730692
81.0,0.239578936930667,1.46169311706591,-0.427152266672506
84.0,0.159465416566079,1.48135225662758,-0.43723421943421
87.0,0.0794819503402784,1.49414927345808,-0.4470014811384
90.0,3.11345849169967e-10,1.49999999997708,-0.456768742758969
93.0,-0.0556373655717765,1.494149273423,-0.461660166768302
96.0,-0.111625791748164,1.48135225658144,-0.466551590716658
99.0,-0.167705255415253,1.46169311728479,-0.470761078981528
102.0,-0.223384720156758,1.43375431398636,-0.472788373132552
105.0,-0.277736677145911,1.39699847032681,-0.473082748447914
108.0,-0.330687564877765,1.35425292172758,-0.472771676665947
111.0,-0.38191327940327,1.30572573582102,-0.471808352723789
114.0,-0.429986170439561,1.24950951418092,-0.467957388020911
117.0,-0.475164552023644,1.18805870198186,-0.464088049024871
120.0,-0.517673219659465,1.12251199225298,-0.459704602792542
