alpha,c_l,c_d,c_m
-180.0,0.0,0.0138578957310068,0.0
-177.0,0.0743807715944438,0.0152271229517367,0.120000000361047
-174.0,0.148761542073449,0.018879605489571,0.239999998922534
-171.0,0.22314272238949,0.0247805533867968,0.360000658682385
-168.0,0.297526863715078,0.0399283819822225,0.39212900392658
-165.0,0.371903856440383,0.0753909484819624,0.380324009069204
-162.0,0.446288689100055,0.118706141243268,0.368517769870244
-159.0,0.52066129996948,0.16962338996402,0.368239194783657
-156.0,0.595048112881619,0.226719386359022,0.391019908958692
-153.0,0.66942773781032,0.288951296304985,0.413800764224912
-150.0,0.743807713718608,0.356066197941555,0.434749718267991
-147.0,0.786061022358573,0.427786059868573,0.437381636300573
-144.0,0.764100110366891,0.501909595332231,0.438260336152932
-141.0,0.742324630761018,0.579316639147033,0.439442121091903
-138.0,0.719450076638832,0.657918416210189,0.441843172338355
-135.0,0.695149983360476,0.737337651694743,0.444175813202438
-132.0,0.668230061269385,0.816934862172396,0.446508454092637
-129.0,0.63771996601712,0.895227087472153,0.450242219553197
-126.0,0.603521969928411,0.971710105750412,0.454696067597935
-123.0,0.566572632569487,1.04624169373667,0.459656078190875
-120.0,0.52535456523527,1.11643266245671,0.464328506857299
-117.0,0.481303382911526,1.1826117832027,0.468368255110404
-114.0,0.434752362169065,1.24468784024859,0.472002982387528
-111.0,0.385493139004486,1.30152506333251,0.475622197320465
-108.0,0.333314041059184,1.35067139914591,0.476481234285228
-105.0,0.279561279288046,1.39402979008167,0.47671681002576
-102.0,0.224538729361961,1.43139254783705,0.476364024502161
-99.0,0.168364827481816,1.459933827124,0.474296978044831
-96.0,0.111943229994099,1.48018838411773,0.470071232608762
-93.0,0.0557351999059303,1.49357205601659,0.46517089371885
-90.0,-2.18325427109978e-10,1.49999999997485,0.460270554762467
-87.0,-0.0557351995717621,1.49357205605516,0.449111256822559
-84.0,-0.111943229841395,1.48018838416547,0.437951958787111
-81.0,-0.168364827921904,1.45993382690045,0.426287021457188
-78.0,-0.224538729802049,1.4313925476134,0.413004038636173
-75.0,-0.279561279067632,1.3940297902378,0.398436137232977
-72.0,-0.333314040813249,1.35067139937202,0.383486578273071
-69.0,-0.38549313932552,1.30152506296215,0.368191960231715
-66.0,-0.434752361808843,1.24468784066429,0.351369702606092
-63.0,-0.481303382848524,1.18261178329162,0.334547444814289
-60.0,-0.525354565368173,1.11643266223043,0.317646892356035
-57.0,-0.566572632132343,1.04624169448124,0.300589750701638
-54.0,-0.603521969998474,0.971710105607822,0.283461431843363
-51.0,-0.637719966270128,0.895227086862809,0.26643906834129
-48.0,-0.668230061408361,0.816934861758614,0.249568199416067
-45.0,-0.69514998312694,0.737337652381893,0.232992105888118
-42.0,-0.681950076637208,0.657918416215627,0.216318766994849
-39.0,-0.667324630802447,0.57931663899916,0.188603470578075
-36.0,-0.651600110134411,0.501909596117824,0.146322472794872
-33.0,-0.636061022429488,0.427786059629393,0.102021357175389
-30.0,-0.741256184647127,0.319697394873592,0.0686873711861134
-29.3939393939394,-0.778906483358436,0.294135263913954,0.0630254132096496
-28.7878787878788,-0.817415367028815,0.268473218500733,0.0573403298861984
-28.1818181818182,-0.856725002271574,0.242726847692042,0.0516278151003491
-27.5757575757576,-0.882202672775735,0.225642667052763,0.0464997336692456
-26.969696969697,-0.902097689674462,0.212275926132313,0.0416263123993211
-26.3636363636364,-0.920887040003123,0.199237463211886,0.0367419367943544
-25.7575757575758,-0.938887480517185,0.186390013905556,0.0320405096042895
-25.1515151515151,-0.95738818620072,0.173542564599225,0.0273540611239931
-24.5454545454545,-0.983569192492564,0.160408298085078,0.0227011537520586
-23.9393939393939,-1.01000002209918,0.146830386579055,0.0177756068287671
-23.3333333333333,-1.02191270228568,0.13845419335761,0.0149128761945714
-22.7272727272727,-1.03382480949668,0.130078298378909,0.0120504251712449
-22.1212121212121,-1.04573647630266,0.121702678300272,0.00918820314431945
-21.5151515151515,-1.05764779730496,0.113327312153041,0.00632617102030193
-20.9090909090909,-1.06955884182083,0.10495218104826,0.00346429812513249
-20.3030303030303,-1.08146966180142,0.0965772679250788,0.000602560053405016
-19.6969696969697,-1.08830449122901,0.0894903641216801,-0.00140133729650401
