alpha,c_l,c_d,c_m
-180.0,0.0,0.0186094397617186,0.0
-177.0,0.0830924040801114,0.0198300827931751,0.120000000361047
-174.0,0.166184806914141,0.0230859536505278,0.239999998922534
-171.0,0.249277667586183,0.0283452179988438,0.360000658682385
-168.0,0.332373836067442,0.0408964440276084,0.399480796101734
-165.0,0.415462018689309,0.0731076147028785,0.398702089151331
-162.0,0.498558959475153,0.111804476931031,0.397923300118941
-159.0,0.58164224702896,0.156717340438965,0.404794009736884
-156.0,0.664741399998606,0.207208213845928,0.42697163205004
-153.0,0.74783252311307,0.262388794162473,0.449151037684545
-150.0,0.83092403831459,0.322035208240816,0.468804972176164
-147.0,0.871944986196665,0.38589277630425,0.463178809692417
-144.0,0.828858578380201,0.451990849404424,0.455061988027779
-141.0,0.789984231560788,0.521098077287491,0.447329555432889
-138.0,0.752136308317802,0.591340237698918,0.442107700539221
-135.0,0.714795479207012,0.662368843164534,0.438148383291981
-132.0,0.676948835715537,0.733601360067515,0.434321105779744
-129.0,0.637400250239831,0.80384276545699,0.433281394956939
-126.0,0.596025919356674,0.872704803775921,0.433667044186794
-123.0,0.553337728842385,0.9398449652354,0.435110865706249
-120.0,0.508241168350821,1.00311108647327,0.436754344739237
-117.0,0.461481218060936,1.06279330047158,0.438535957865313
-114.0,0.413257426929731,1.11880608666726,0.440388700315704
-111.0,0.363456098978701,1.17012520050373,0.442241245757226
-108.0,0.312104223194896,1.21454204643938,0.442125911569702
-105.0,0.260036423675832,1.25376585542717,0.441566108628879
-102.0,0.207428002043317,1.28760828032803,0.440550531219433
-99.0,0.154591210127375,1.31352501526959,0.438095236938937
-96.0,0.102229993880726,1.331995552867,0.433826700779405
-93.0,0.0506229717121481,1.34429326422184,0.42899104973979
-90.0,-1.98299861041673e-10,1.35034140979111,0.424154780520745
-87.0,-0.050622971408631,1.3442932642581,0.414003497712354
-84.0,-0.102229993739607,1.33199555291064,0.403851650753771
-81.0,-0.154591210541318,1.31352501506655,0.393272327825241
-78.0,-0.207428002457261,1.28760828012499,0.381345521897213
-75.0,-0.260036423464503,1.25376585556853,0.368373628147537
-72.0,-0.312104222953883,1.21454204664378,0.355100259542876
-69.0,-0.363456099303264,1.17012520016927,0.34157605713307
-66.0,-0.413257426565541,1.11880608704254,0.326941303142463
-63.0,-0.461481217994989,1.06279330055179,0.312306553911409
-60.0,-0.508241168496216,1.00311108626928,0.297681167049324
-57.0,-0.553337728364054,0.939844965906378,0.283074494634875
-54.0,-0.5960259194379,0.8727048036475,0.268476327550256
-51.0,-0.637400250557947,0.803842764908519,0.253964537469349
-48.0,-0.676948835911529,0.7336013596971,0.239571649376186
-45.0,-0.71479547888025,0.662368843779267,0.225410126572301
-42.0,-0.733355510090738,0.591340237703779,0.211248635262767
-39.0,-0.756062039392136,0.521098077155401,0.182882014297634
-36.0,-0.783446784891166,0.451990850105428,0.13550369378257
-33.0,-0.818759042710784,0.385892776091121,0.0861632001659032
-30.0,-0.937449116010929,0.291503224237947,0.0565029573973355
-29.3939393939394,-0.970097788224178,0.269422420034228,0.0525145721625946
-28.7878787878788,-1.0029834366409,0.247233579651672,0.0485290583977864
-28.1818181818182,-1.03608858757539,0.224910658188056,0.0445502274896128
-27.5757575757576,-1.04501686371602,0.21191020360049,0.0410323436954554
