BlSpn,BlCrvAC,BlSwpAC,BlCrvAng,BlTwist,BlChord,BlAFID
0.0,0.0,0.0,-0.4680727496729047,12.00002806121996,4.175281125510564,1
3.028133912677172,-0.0272541775781091,-0.0503879673690756,-0.5674040432452033,11.99964011912278,4.177874083378055,2
6.056826677697652,-0.0660815088365204,-0.1258770717341791,-0.8289897155597337,11.99671430769378,4.286259786995594,3
9.084872684984118,-0.1237975154565298,-0.2733793979655383,-1.023317024794702,12.02241256026795,4.545677656831876,4
12.113583447845896,-0.1852541928149859,-0.4481996714049346,-0.8542539758409285,11.56869232147211,4.911867980358798,5
15.142039621275375,-0.2232899226147539,-0.5730877335482641,-0.3548211730164621,10.03883227305816,5.265190018215497,6
18.17016622976466,-0.2265764356903208,-0.5374722319486793,-0.0978178692707551,8.076609005387132,5.460276963494235,7
21.19816339696047,-0.2346809319376878,-0.4794330540089734,-0.2429879508712338,6.583589890889979,5.429888717296624,8
24.22667709380133,-0.2548744143273112,-0.4654082645759871,-0.399805762767978,5.661206923495265,5.289132727568667,9
27.255001386141643,-0.2812439325617658,-0.4813069494626465,-0.4844235312407635,5.010257468512085,5.090857495525599,10
30.283708963811982,-0.3112939350837556,-0.5113194662875397,-0.5555255724151072,4.447057061811484,4.852074758223037,11
33.31181368830669,-0.3459419307352812,-0.5485036268224658,-0.6442079152400314,3.930526877993271,4.58648192006221,12
36.34006318912048,-0.3863140372958074,-0.5887431895576625,-0.7503035215779433,3.440409048815762,4.307649639453381,13
39.3688245512631,-0.4333260275404175,-0.6291062122721164,-0.8746221207227057,2.937699901176175,4.025055454373277,14
42.39713949000121,-0.4881769550592285,-0.6604332097192446,-1.039709497688626,2.390684243696569,3.744607302713528,15
45.42541779147016,-0.5544042567471822,-0.6811242465119886,-1.271732565972333,1.800014974504586,3.4694621219136073,16
48.45344830940645,-0.6362641891288706,-0.6930400064884357,-1.56873559474416,1.181890536278555,3.203872792980128,17
51.481778493419796,-0.7370698275617659,-0.6925244812953794,-1.929014859254025,0.550751266734693,2.951998040818357,18
54.51042027584363,-0.8608894343794347,-0.6824850595299908,-2.371557896525601,-0.0768871564749251,2.715480975411644,19
57.53824697763611,-1.013177613528673,-0.6650495707824268,-2.892107740593302,-0.6869854123077352,2.494664973910554,20
60.56688910055262,-1.197555226993475,-0.6400577085003101,-3.496225341146051,-1.262800892452079,2.2908437027027433,21
63.59545139184732,-1.420137471222895,-0.6105026769967107,-4.223944715001747,-1.792359064289039,2.103480357295004,22
66.62349396639351,-1.689032546878884,-0.5778511481493138,-5.121363079103617,-2.262491400035471,1.931570867523862,23
69.65140180824017,-2.015715807482529,-0.5385675442035163,-6.204902701659648,-2.647842454204785,1.7770957074495959,24
72.68024588335699,-2.410264573875946,-0.4976858245456399,-7.440983429738742,-2.942933952928573,1.6361577745744647,25
75.70855089375524,-2.879940318197324,-0.4520976721323844,-9.02635779742722,-3.129337812859181,1.506771903490309,26
78.73686418573774,-3.457138292174122,-0.4009175950522073,-11.10302006304669,-3.135739832811044,1.3814649947514681,27
81.76542254196501,-4.164982645129737,-0.3330974301679997,-13.86396430044707,-2.86332740135285,1.218734585764297,28
84.79339591965903,-5.056013567552575,-0.2375829933775816,-17.81388699557005,-2.046041506422669,0.9535893472254345,29
87.82159245625535,-6.206187744120863,-0.0188551960168391,-20.16668918530108,-0.0372422566835034,0.08731783571176441,30
